Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-25 21:00,2021,7,25,21:00,24.7,,15.1,,55,,0,,34,,9,,,,98.83,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-25 22:00,2021,7,25,22:00,24.9,,15,,54,,0,,33,,9,,,,98.79,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-25 23:00,2021,7,25,23:00,24.4,,15.8,,59,,0,,30,,5,,,,98.75,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 0:00,2021,7,26,0:00,22.1,,15.9,,68,,0,,27,,6,,,,98.78,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 1:00,2021,7,26,1:00,19.8,,16.2,,80,,0,,32,,2,,,,98.8,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 2:00,2021,7,26,2:00,17.5,,16.6,,95,,0,,20,,4,,,,98.86,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 3:00,2021,7,26,3:00,16,,15.8,,99,,0,,,,0,,,,98.87,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 4:00,2021,7,26,4:00,15.5,,15.4,,99,,0,,0,,1,,,,98.88,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 5:00,2021,7,26,5:00,15,,14.9,,99,,0,,6,,5,,,,98.91,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 6:00,2021,7,26,6:00,14.6,,14.1,,96,,0,,8,,4,,,,98.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 7:00,2021,7,26,7:00,13.8,,13.6,,99,,0,,0,,1,,,,98.92,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 8:00,2021,7,26,8:00,13.4,,13.2,,99,,0,,0,,1,,,,98.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 9:00,2021,7,26,9:00,12.7,,12.6,,99,,0,,5,,2,,,,98.94,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 10:00,2021,7,26,10:00,12.7,,12.7,,100,,0,,,,0,,,,98.99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 11:00,2021,7,26,11:00,13,,12.9,,99,,0,,4,,2,,,,99.01,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 12:00,2021,7,26,12:00,16.6,,15.5,,94,,0,,4,,2,,,,99.05,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 13:00,2021,7,26,13:00,19.1,,16.6,,85,,0,,29,,8,,,,99.11,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 14:00,2021,7,26,14:00,20.4,,16.7,,79,,0,,30,,12,,,,99.12,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 15:00,2021,7,26,15:00,20.4,,16.6,,79,,0,,27,,9,,,,99.15,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 16:00,2021,7,26,16:00,20.9,,17,,79,,0,,29,,11,,,,99.15,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 17:00,2021,7,26,17:00,21.7,,16.5,,72,,0,,28,,9,,,,99.16,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 18:00,2021,7,26,18:00,22.2,,15.9,,68,,0,,29,,11,,,,99.16,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 19:00,2021,7,26,19:00,24.3,,15.2,,57,,0,,30,,8,,,,99.16,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 20:00,2021,7,26,20:00,24.6,,17.1,,63,,0,,27,,7,,,,99.15,,30,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 21:00,2021,7,26,21:00,26.3,,14.1,,47,,0,,30,,5,,,,99.09,,30,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 22:00,2021,7,26,22:00,26.1,,13.1,,45,,0,,31,,6,,,,99.08,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-26 23:00,2021,7,26,23:00,25.8,,13.3,,46,,0,,35,,6,,,,99.06,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 0:00,2021,7,27,0:00,23.1,,15,,60,,0,,26,,3,,,,99.08,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 1:00,2021,7,27,1:00,20.7,,15.6,,72,,0,,27,,7,,,,99.08,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 2:00,2021,7,27,2:00,17.2,,15.9,,92,,0,,1,,3,,,,99.11,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 3:00,2021,7,27,3:00,16.6,,16,,96,,0,,6,,4,,,,99.09,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 4:00,2021,7,27,4:00,17,,15.6,,91,,0,,20,,1,,,,99.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 5:00,2021,7,27,5:00,18.2,,16.5,,90,,0.2,,27,,15,,,,99.22,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 6:00,2021,7,27,6:00,17.1,,16.8,,98,,0.3,,10,,2,,,,99.04,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 7:00,2021,7,27,7:00,17.1,,16.4,,96,,0,,20,,3,,,,99.06,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 8:00,2021,7,27,8:00,16.9,,16.7,,99,,0,,6,,4,,,,99.06,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 9:00,2021,7,27,9:00,16.7,,16.7,,100,,0,,,,0,,,,99.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 10:00,2021,7,27,10:00,16.7,,16.6,,99,,0,,26,,2,,,,99.14,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 11:00,2021,7,27,11:00,16.7,,16.4,,98,,0,,2,,5,,,,99.12,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 12:00,2021,7,27,12:00,17.7,,17.2,,97,,0,,28,,2,,,,99.13,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 13:00,2021,7,27,13:00,19.1,,18,,93,,0,,20,,4,,,,99.23,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 14:00,2021,7,27,14:00,20.1,,18.6,,91,,0,,28,,2,,,,99.28,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 15:00,2021,7,27,15:00,21.3,,18.1,,82,,0,,32,,6,,,,99.29,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 16:00,2021,7,27,16:00,20.7,,17.9,,84,,0,,29,,13,,,,99.32,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 17:00,2021,7,27,17:00,21.7,,18.4,,81,,0,,29,,12,,,,99.32,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 18:00,2021,7,27,18:00,22.3,,17.1,,73,,0,,30,,10,,,,99.3,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 19:00,2021,7,27,19:00,22.7,,17,,70,,0,,29,,10,,,,99.3,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 20:00,2021,7,27,20:00,24.1,,14.5,,55,,0,,31,,8,,,,99.29,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 21:00,2021,7,27,21:00,24.3,,14.9,,56,,0,,31,,7,,,,99.31,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 22:00,2021,7,27,22:00,22.4,,15.8,,66,,0,,29,,9,,,,99.34,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-27 23:00,2021,7,27,23:00,21.6,,16.5,,73,,0,,31,,8,,,,99.34,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 0:00,2021,7,28,0:00,21.3,,14,,63,,0,,33,,7,,,,99.36,,25,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 1:00,2021,7,28,1:00,19.4,,14.8,,75,,0,,33,,5,,,,99.41,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 2:00,2021,7,28,2:00,18.9,,16.6,,86,,0,,29,,8,,,,99.46,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 3:00,2021,7,28,3:00,18.6,,17,,91,,0,,30,,7,,,,99.46,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 4:00,2021,7,28,4:00,18.3,,16.8,,91,,0,,30,,6,,,,99.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 5:00,2021,7,28,5:00,15.7,,14.5,,93,,0,,6,,2,,,,99.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 6:00,2021,7,28,6:00,14.4,,14.2,,99,,0,,7,,2,,,,99.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 7:00,2021,7,28,7:00,13.8,,13.8,,100,,0,,,,0,,,,99.45,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 8:00,2021,7,28,8:00,13.4,,13.2,,99,,0,,4,,2,,,,99.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 9:00,2021,7,28,9:00,12.8,,12.8,,100,,0,,0,,1,,,,99.52,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 10:00,2021,7,28,10:00,12.4,,12.4,,100,,0,,,,0,,,,99.55,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 11:00,2021,7,28,11:00,12.4,,12.4,,100,,0,,,,0,,,,99.58,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 12:00,2021,7,28,12:00,15.5,,14.6,,94,,0,,4,,3,,,,99.61,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 13:00,2021,7,28,13:00,16.6,,16.5,,100,,0,,9,,6,,,,99.58,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 14:00,2021,7,28,14:00,18.4,,16.7,,89,,0,,11,,7,,,,99.55,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 15:00,2021,7,28,15:00,20.5,,17.2,,81,,0,,19,,9,,,,99.53,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 16:00,2021,7,28,16:00,21.8,,17.4,,76,,0,,19,,4,,,,99.56,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 17:00,2021,7,28,17:00,23.6,,14.4,,57,,0,,32,,4,,,,99.52,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 18:00,2021,7,28,18:00,24.8,,12.8,,47,,0,,31,,8,,,,99.47,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 19:00,2021,7,28,19:00,24.9,,13.7,,50,,0,,30,,5,,,,99.39,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 20:00,2021,7,28,20:00,25.4,,14.4,,50,,0,,22,,7,,,,99.31,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 21:00,2021,7,28,21:00,25.6,,11.3,,41,,0,,20,,3,,,,99.23,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 22:00,2021,7,28,22:00,24.8,,13.1,,48,,0,,27,,3,,,,99.17,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-28 23:00,2021,7,28,23:00,24.7,,14.8,,54,,0,,11,,6,,,,99.1,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 0:00,2021,7,29,0:00,23.5,,17.1,,67,,0,,17,,10,,,,99.07,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 1:00,2021,7,29,1:00,21.9,,17.2,,75,,0,,17,,6,,,,99.09,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 2:00,2021,7,29,2:00,20.9,,18.2,,85,,0,,16,,7,,,,99.04,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 3:00,2021,7,29,3:00,20.5,,17.3,,82,,0,,12,,10,,,,98.94,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 4:00,2021,7,29,4:00,18.7,,17.8,,94,,3.8,,35,,5,,,,98.92,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 5:00,2021,7,29,5:00,18.4,,18.4,,100,,14.7,,5,,12,,,,98.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 6:00,2021,7,29,6:00,17.9,,17.9,,100,,12,,7,,16,,,,98.83,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 7:00,2021,7,29,7:00,17.8,,17.8,,100,,8.4,,10,,12,,,,98.72,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 8:00,2021,7,29,8:00,17.8,,17.8,,100,,0,,5,,5,,,,98.71,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 9:00,2021,7,29,9:00,17.4,,17.3,,99,,7.5,,5,,9,,,,98.7,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 10:00,2021,7,29,10:00,17.5,,17.5,,100,,1.4,,1,,6,,,,98.65,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 11:00,2021,7,29,11:00,17.7,,17.7,,100,,0,,0,,1,,,,98.63,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 12:00,2021,7,29,12:00,18.1,,18.1,,100,,0,,4,,6,,,,98.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 13:00,2021,7,29,13:00,19.2,,18.9,,98,,0,,31,,4,,,,98.68,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 14:00,2021,7,29,14:00,20.9,,19.8,,93,,0,,36,,5,,,,98.76,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 15:00,2021,7,29,15:00,20.6,,18.8,,89,,0,,31,,8,,,,98.81,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 16:00,2021,7,29,16:00,20.9,,19.3,,90,,0,,31,,8,,,,98.87,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 17:00,2021,7,29,17:00,21,,18.8,,87,,0,,30,,13,,,,98.9,,28,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 18:00,2021,7,29,18:00,22.4,,18.4,,78,,0,,31,,14,,,,98.9,,29,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 19:00,2021,7,29,19:00,21.8,,17,,74,,0,,32,,17,,,,98.95,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 20:00,2021,7,29,20:00,21.9,,17,,74,,0,,31,,15,,,,99,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 21:00,2021,7,29,21:00,22,,15.9,,68,,0,,32,,13,,,,99.03,,27,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 22:00,2021,7,29,22:00,21.7,,15.4,,67,,0,,32,,12,,,,99.06,,26,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-29 23:00,2021,7,29,23:00,19.7,,14.8,,73,,0,,32,,15,,,,99.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 0:00,2021,7,30,0:00,19,,15,,77,,0,,32,,12,,,,99.16,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 1:00,2021,7,30,1:00,18.1,,14.5,,80,,0,,34,,13,,,,99.19,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 2:00,2021,7,30,2:00,17.8,,13.6,,76,,0,,35,,12,,,,99.3,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 3:00,2021,7,30,3:00,16.3,,10.9,,70,,0,,2,,14,,,,99.43,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 4:00,2021,7,30,4:00,15.3,,9.3,,67,,0,,2,,16,,,,99.53,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 5:00,2021,7,30,5:00,14.9,,9,,68,,0,,1,,14,,,,99.59,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 6:00,2021,7,30,6:00,13.2,,8.2,,72,,0,,2,,9,,,,99.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 7:00,2021,7,30,7:00,11.6,,8.5,,82,,0,,34,,5,,,,99.66,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 8:00,2021,7,30,8:00,11.4,,9,,85,,0,,35,,4,,,,99.7,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 9:00,2021,7,30,9:00,11.3,,9,,86,,0,,36,,4,,,,99.7,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 10:00,2021,7,30,10:00,11,,9.3,,89,,0,,1,,5,,,,99.73,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 11:00,2021,7,30,11:00,11.7,,9.2,,85,,0,,1,,7,,,,99.76,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 12:00,2021,7,30,12:00,13.2,,8.6,,74,,0,,1,,8,,,,99.79,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 13:00,2021,7,30,13:00,14.3,,6.4,,59,,0,,35,,12,,,,99.83,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 14:00,2021,7,30,14:00,14.5,,7.6,,63,,0,,32,,11,,,,99.87,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 15:00,2021,7,30,15:00,14.2,,6.7,,61,,0,,32,,13,,,,99.87,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 16:00,2021,7,30,16:00,15.6,,7.7,,59,,0,,32,,12,,,,99.86,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 17:00,2021,7,30,17:00,15.5,,8,,61,,0,,30,,13,,,,99.89,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 18:00,2021,7,30,18:00,16.3,,8.8,,61,,0,,30,,12,,,,99.81,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 19:00,2021,7,30,19:00,16.6,,8.4,,58,,0,,30,,15,,,,99.78,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 20:00,2021,7,30,20:00,17,,8,,55,,0,,31,,14,,,,99.76,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 21:00,2021,7,30,21:00,17.1,,7.9,,54,,0,,31,,15,,,,99.73,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 22:00,2021,7,30,22:00,17.1,,7.1,,52,,0,,32,,12,,,,99.69,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-30 23:00,2021,7,30,23:00,16.6,,7.3,,54,,0,,32,,11,,,,99.67,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 0:00,2021,7,31,0:00,15.6,,8.2,,61,,0,,33,,5,,,,99.62,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 1:00,2021,7,31,1:00,14.9,,7.9,,63,,0,,35,,3,,,,99.56,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 2:00,2021,7,31,2:00,14.9,,8.2,,64,,0,,34,,3,,,,99.55,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 3:00,2021,7,31,3:00,15.4,,8.4,,63,,0,,1,,3,,,,99.55,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 4:00,2021,7,31,4:00,15.2,,9.2,,68,,0,,2,,3,,,,99.49,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 5:00,2021,7,31,5:00,15.3,,10.1,,71,,0,,24,,7,,,,99.47,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 6:00,2021,7,31,6:00,14.8,,10.1,,74,,0,,23,,5,,,,99.4,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 7:00,2021,7,31,7:00,14.2,,11.4,,83,,0,,5,,3,,,,99.38,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 8:00,2021,7,31,8:00,13.6,,12.4,,92,,0,,17,,1,,,,99.32,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 9:00,2021,7,31,9:00,14.5,,9.3,,71,,0.1,,18,,7,,,,99.27,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 10:00,2021,7,31,10:00,12.2,,11.3,,95,,3.8,,14,,7,,,,99.21,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 11:00,2021,7,31,11:00,12.7,,12.2,,97,,1.2,,15,,10,,,,99.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 12:00,2021,7,31,12:00,13.2,,12.9,,98,,0,,9,,12,,,,99.07,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 13:00,2021,7,31,13:00,13.4,,13.1,,98,,0.7,,7,,12,,,,99.1,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 14:00,2021,7,31,14:00,13.7,,13.7,,100,,9.2,,7,,7,,,,99.03,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 15:00,2021,7,31,15:00,14,,14,,100,,2.9,,12,,11,,,,98.91,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 16:00,2021,7,31,16:00,15,,14.8,,98,,1.1,,16,,8,,,,98.98,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 17:00,2021,7,31,17:00,15.6,,15,,96,,0,,15,,5,,,,98.97,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 18:00,2021,7,31,18:00,16.4,,15.4,,94,,0,,19,,2,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 19:00,2021,7,31,19:00,17.2,,15.8,,91,,0,,18,,3,,,,98.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 20:00,2021,7,31,20:00,17.6,,16.1,,91,,0,,25,,2,,,,98.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 21:00,2021,7,31,21:00,18.1,,17.1,,94,,0,,30,,8,,,,98.94,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 22:00,2021,7,31,22:00,18.1,,16.7,,91,,0,,31,,8,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-07-31 23:00,2021,7,31,23:00,17.9,,16.5,,92,,0,,30,,9,,,,98.94,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 0:00,2021,8,1,0:00,16.9,,15.9,,94,,0,,31,,10,,,,98.92,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 1:00,2021,8,1,1:00,16.7,,15.6,,93,,0,,32,,7,,,,98.94,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 2:00,2021,8,1,2:00,16.2,,15.3,,94,,0,,34,,4,,,,98.99,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 3:00,2021,8,1,3:00,16.4,,15.6,,95,,0,,31,,6,,,,98.96,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 4:00,2021,8,1,4:00,16.4,,15.1,,92,,0,,31,,8,,,,98.97,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 5:00,2021,8,1,5:00,16,,15.1,,94,,0,,32,,7,,,,98.93,,,,,,NA
-84.52,46.48,SAULT STE. MARIE AIRPORT,6057593,2021-08-01 6:00,2021,8,1,6:00,15.7,,15,,96,,0,,35,,5,,,,98.93,,,,,,NA
